last_name,first_name,middle_name,suffix,full_name,birthday,gender,type,state,party,district
Spratt,John,McKee,Jr.,,1942-11-01,M,rep,SC,Democrat,5.0
Stupak,Bart,T.,,,1952-02-29,M,rep,MI,Democrat,1.0
Tanner,John,S.,,,1944-09-22,M,rep,TN,Democrat,8.0
Tauscher,Ellen,O.,,,1951-11-15,F,rep,CA,Democrat,10.0
Taylor,Gene,,,,1953-09-17,M,rep,MS,Democrat,4.0
Teague,Harry,,,,1949-06-29,M,rep,NM,Democrat,2.0
Tiahrt,Todd,,,,1951-06-15,M,rep,KS,Republican,4.0
Wamp,Zach,,,,1957-10-28,M,rep,TN,Republican,3.0
Watson,Diane,E.,,,1933-11-12,F,rep,CA,Democrat,33.0
Wexler,Robert,,,,1961-01-02,M,rep,FL,Democrat,19.0
Wilson,Charles,A.,,,1943-01-18,M,rep,OH,Democrat,6.0
Burris,Roland,,,,1937-08-03,M,sen,IL,Democrat,
Kaufman,Edward,E.,,,1939-03-15,M,sen,DE,Democrat,
Murphy,Scott,,,,1970-01-26,M,rep,NY,Democrat,20.0
LeMieux,George,S.,,,1969-05-21,M,sen,FL,Republican,
Kirk,Paul,G.,Jr.,,1938-01-18,M,sen,MA,Democrat,
Djou,Charles,,,,1970-08-09,M,rep,HI,Republican,1.0
Goodwin,Carte,P.,,,1974-02-27,M,sen,WV,Democrat,
Cardoza,Dennis,A.,,,1959-03-31,M,rep,CA,Democrat,18.0
Davis,Geoff,,,,1958-10-26,M,rep,KY,Republican,4.0
Giffords,Gabrielle,,,,1970-06-08,F,rep,AZ,Democrat,8.0
Harman,Jane,,,,1945-06-28,F,rep,CA,Democrat,36.0
Inslee,Jay,,,,1951-02-09,M,rep,WA,Democrat,1.0
Lee,Christopher,John,,,1964-04-01,M,rep,NY,Republican,26.0
McCotter,Thaddeus,G.,,,1965-08-22,M,rep,MI,Republican,11.0
Payne,Donald,M.,,,1934-07-16,M,rep,NJ,Democrat,10.0
Weiner,Anthony,David,,,1964-09-04,M,rep,NY,Democrat,9.0
Wu,David,,,,1955-04-08,M,rep,OR,Democrat,1.0
Jackson,Jesse,Louis,Jr.,Jesse L. Jackson Jr.,1965-03-11,M,rep,IL,Democrat,2.0
Filner,Bob,,,Bob Filner,1942-09-04,M,rep,CA,Democrat,51.0
Obama,Barack,,,,1961-08-04,M,sen,IL,Democrat,
Inouye,Daniel,K.,,Daniel K. Inouye,1924-09-07,M,sen,HI,Democrat,
Akaka,Daniel,Kahikina,,Daniel K. Akaka,1924-09-11,M,sen,HI,Democrat,
Bingaman,Jeff,,,Jeff Bingaman,1943-10-03,M,sen,NM,Democrat,
Conrad,Kent,Kent,,Kent Conrad,1948-03-12,M,sen,ND,Democrat,
Hutchison,Kay,Bailey,,Kay Bailey Hutchison,1943-07-22,F,sen,TX,Republican,
Kohl,Herbert,H.,,Herb Kohl,1935-02-07,M,sen,WI,Democrat,
Lieberman,Joseph,I.,,Joseph I. Lieberman,1942-02-24,M,sen,CT,Independent,
Lugar,Richard,G.,,Richard G. Lugar,1932-04-04,M,sen,IN,Republican,
Nelson,Ben,E.,,Ben Nelson,1941-05-17,M,sen,NE,Democrat,
Snowe,Olympia,J.,,Olympia J. Snowe,1947-02-21,F,sen,ME,Republican,
Webb,Jim,,,Jim Webb,1946-02-09,M,sen,VA,Democrat,
Brown,Scott,,,Scott P. Brown,1959-09-12,M,sen,MA,Republican,
Ackerman,Gary,L.,,Gary L. Ackerman,1942-11-19,M,rep,NY,Democrat,5.0
Adams,Sandy,,,Sandy Adams,1956-12-14,F,rep,FL,Republican,24.0
Akin,W.,Todd,,W. Todd Akin,1947-07-05,M,rep,MO,Republican,2.0
Altmire,Jason,,,Jason Altmire,1968-03-07,M,rep,PA,Democrat,4.0
Austria,Steve,,,Steve Austria,1958-10-12,M,rep,OH,Republican,7.0
Baca,Joe,,,Joe Baca,1947-01-23,M,rep,CA,Democrat,43.0
Bartlett,Roscoe,G.,,Roscoe G. Bartlett,1926-06-03,M,rep,MD,Republican,6.0
Bass,Charles,F.,,Charles F. Bass,1952-01-08,M,rep,NH,Republican,2.0
Berg,Rick,,,Rick Berg,1959-08-16,M,rep,ND,Republican,0.0
Berkley,Shelley,,,Shelley Berkley,1951-01-20,F,rep,NV,Democrat,1.0
Berman,Howard,L.,,Howard L. Berman,1941-04-15,M,rep,CA,Democrat,28.0
Biggert,Judy,,,Judy Biggert,1937-08-15,F,rep,IL,Republican,13.0
Bilbray,Brian,P.,,Brian P. Bilbray,1951-01-28,M,rep,CA,Republican,50.0
Bono Mack,Mary,Whitaker,,Mary Bono Mack,1961-10-24,F,rep,CA,Republican,45.0
Boren,Dan,,,Dan Boren,1973-08-02,M,rep,OK,Democrat,2.0
Boswell,Leonard,L.,,Leonard L. Boswell,1934-01-10,M,rep,IA,Democrat,3.0
Buerkle,Ann Marie,,,Ann Marie Buerkle,1951-05-08,F,rep,NY,Republican,25.0
Burton,Dan,L.,,Dan Burton,1938-06-21,M,rep,IN,Republican,5.0
Canseco,Francisco,,,"Francisco ""Quico"" Canseco",1949-07-30,M,rep,TX,Republican,23.0
Carnahan,Russ,,,Russ Carnahan,1958-07-10,M,rep,MO,Democrat,3.0
Chandler,Ben,,,Ben Chandler,1959-09-12,M,rep,KY,Democrat,6.0
Clarke,Hansen,,,Hansen Clarke,1957-03-02,M,rep,MI,Democrat,13.0
Costello,Jerry,F.,,Jerry F. Costello,1949-09-25,M,rep,IL,Democrat,12.0
Cravaack,Chip,,,Chip Cravaack,1959-12-29,M,rep,MN,Republican,8.0
Critz,Mark,S.,,Mark S. Critz,1962-01-05,M,rep,PA,Democrat,12.0
Dicks,Norman,D.,,Norman D. Dicks,1940-12-16,M,rep,WA,Democrat,6.0
Dreier,David,T.,,David Dreier,1952-07-05,M,rep,CA,Republican,26.0
Frank,Barney,,,Barney Frank,1940-03-31,M,rep,MA,Democrat,4.0
Gallegly,Elton,W.,,Elton Gallegly,1944-03-07,M,rep,CA,Republican,24.0
Gonzalez,Charles,A.,,Charles A. Gonzalez,1945-05-05,M,rep,TX,Democrat,20.0
Hayworth,Nan,,,Nan A. S. Hayworth,1959-12-14,F,rep,NY,Republican,19.0
Herger,Walter,,,Wally Herger,1945-05-20,M,rep,CA,Republican,2.0
Hinchey,Maurice,D.,,Maurice D. Hinchey,1938-10-27,M,rep,NY,Democrat,22.0
Holden,Tim,,,Tim Holden,1957-03-05,M,rep,PA,Democrat,17.0
Johnson,Timothy,V.,,Timothy V. Johnson,1946-07-23,M,rep,IL,Republican,15.0
Kildee,Dale,E.,,Dale E. Kildee,1929-09-16,M,rep,MI,Democrat,5.0
Kissell,Larry,,,Larry Kissell,1951-01-31,M,rep,NC,Democrat,8.0
Kucinich,Dennis,J.,,Dennis J. Kucinich,1946-10-08,M,rep,OH,Democrat,10.0
LaTourette,Steven,C.,,Steven C. LaTourette,1954-07-22,M,rep,OH,Republican,14.0
Landry,Jeff,M.,,Jeffrey M. Landry,1970-12-23,M,rep,LA,Republican,3.0
Lewis,Jerry,,,Jerry Lewis,1934-10-21,M,rep,CA,Republican,41.0
Lungren,Daniel,E.,,Daniel E. Lungren,1946-09-22,M,rep,CA,Republican,3.0
Mack,Connie,,IV,Connie Mack,1967-08-12,M,rep,FL,Republican,14.0
Manzullo,Donald,A.,,Donald A. Manzullo,1944-03-24,M,rep,IL,Republican,16.0
Miller,R.,Bradley,,Brad Miller,1953-05-19,M,rep,NC,Democrat,13.0
Myrick,Sue,W.,,Sue Wilkins Myrick,1941-08-01,F,rep,NC,Republican,9.0
Olver,John,W.,,John W. Olver,1936-09-03,M,rep,MA,Democrat,1.0
Paul,Ronald,E.,,Ron Paul,1935-08-20,M,rep,TX,Republican,14.0
Pence,Mike,,,Mike Pence,1959-06-07,M,rep,IN,Republican,6.0
Platts,Todd,R.,,Todd Russell Platts,1962-03-05,M,rep,PA,Republican,19.0
Quayle,Ben,,,Benjamin Quayle,1976-11-03,M,rep,AZ,Republican,3.0
Rehberg,Dennis,,,Denny Rehberg,1955-10-05,M,rep,MT,Republican,0.0
Reyes,Silvestre,,,Silvestre Reyes,1944-11-10,M,rep,TX,Democrat,16.0
Richardson,Laura,,,Laura Richardson,1962-04-14,F,rep,CA,Democrat,37.0
Rivera,David,,,David Rivera,1965-09-16,M,rep,FL,Republican,25.0
Ross,Mike,,,Mike Ross,1961-08-02,M,rep,AR,Democrat,4.0
Rothman,Steven,R.,,Steven R. Rothman,1952-10-14,M,rep,NJ,Democrat,9.0
Schilling,Robert,T.,,Robert T. Schilling,1964-01-23,M,rep,IL,Republican,17.0
Schmidt,Jean,,,Jean Schmidt,1951-11-29,F,rep,OH,Republican,2.0
Shuler,Heath,,,Heath Shuler,1971-12-31,M,rep,NC,Democrat,11.0
Stark,Fortney,H.,,Fortney Pete Stark,1931-11-11,M,rep,CA,Democrat,13.0
Stearns,Clifford,B.,,Cliff Stearns,1941-04-16,M,rep,FL,Republican,6.0
Sullivan,John,A.,,John Sullivan,1965-01-01,M,rep,OK,Republican,1.0
Sutton,Betty,,,Betty Sutton,1963-07-31,F,rep,OH,Democrat,13.0
Towns,Edolphus,,,Edolphus Towns,1934-07-21,M,rep,NY,Democrat,10.0
Walsh,Joe,,,Joe Walsh,1961-12-27,M,rep,IL,Republican,8.0
West,Allen,,,Allen B. West,1961-02-07,M,rep,FL,Republican,22.0
Woolsey,Lynn,C.,,Lynn C. Woolsey,1937-11-03,F,rep,CA,Democrat,6.0
Hochul,Kathleen,C.,,Kathleen C. Hochul,1958-08-27,F,rep,NY,Democrat,26.0
Turner,Robert,L.,,Robert L. Turner,1941-05-02,M,rep,NY,Republican,9.0
Curson,David,Alan,,David Alan Curson,1948-11-04,M,rep,MI,Democrat,11.0
DeMint,Jim,W.,,Jim DeMint,1951-09-02,M,sen,SC,Republican,
Emerson,Jo Ann,H.,,Jo Ann Emerson,1950-09-16,F,rep,MO,Republican,8.0
Kerry,John,Forbes,,John F. Kerry,1943-12-11,M,sen,MA,Democrat,
Lautenberg,Frank,R.,,Frank R. Lautenberg,1924-01-23,M,sen,NJ,Democrat,
Cowan,William,,,William M. Cowan,1969-04-04,M,sen,MA,Democrat,
Bonner,Jo,,,Jo Bonner,1959-11-19,M,rep,AL,Republican,1.0
Alexander,Rodney,M.,,Rodney Alexander,1946-12-05,M,rep,LA,Republican,5.0
Young,C.,W. Bill,,C. W. Bill Young,1930-12-16,M,rep,FL,Republican,13.0
Chiesa,Jeffrey,Scott,,Jeff Chiesa,1965-06-22,M,sen,NJ,Republican,
Watt,Melvin,L.,,Melvin L. Watt,1945-08-26,M,rep,NC,Democrat,12.0
Radel,Trey,,,Trey Radel,1976-04-20,M,rep,FL,Republican,19.0
Baucus,Max,S.,,Max Baucus,1941-12-11,M,sen,MT,Democrat,
Andrews,Robert,E.,,Robert E. Andrews,1957-08-04,M,rep,NJ,Democrat,1.0
Cantor,Eric,I.,,Eric Cantor,1963-06-06,M,rep,VA,Republican,7.0
Begich,Mark,,,Mark Begich,1962-03-30,M,sen,AK,Democrat,
Chambliss,Saxby,,,Saxby Chambliss,1943-11-10,M,sen,GA,Republican,
Hagan,Kay,,,Kay R. Hagan,1953-05-26,F,sen,NC,Democrat,
Harkin,Thomas,,,Tom Harkin,1939-11-19,M,sen,IA,Democrat,
Johnson,Tim,P.,,Tim Johnson,1946-12-28,M,sen,SD,Democrat,
Landrieu,Mary,L.,,Mary L. Landrieu,1955-11-23,F,sen,LA,Democrat,
Levin,Carl,,,Carl Levin,1934-06-28,M,sen,MI,Democrat,
Pryor,Mark,,,Mark L. Pryor,1963-01-10,M,sen,AR,Democrat,
Rockefeller,John,D.,IV,"John D. Rockefeller, IV",1937-06-18,M,sen,WV,Democrat,
Udall,Mark,E.,,Mark Udall,1950-07-18,M,sen,CO,Democrat,
Bachmann,Michele,Marie,,Michele Bachmann,1956-04-06,F,rep,MN,Republican,6.0
Bachus,Spencer,Thomas,III,Spencer Bachus,1947-12-28,M,rep,AL,Republican,6.0
Barrow,John,,,John Barrow,1955-10-31,M,rep,GA,Democrat,12.0
Bishop,Timothy,H.,,Timothy H. Bishop,1950-06-01,M,rep,NY,Democrat,1.0
Braley,Bruce,L.,,Bruce L. Braley,1957-10-30,M,rep,IA,Democrat,1.0
Broun,Paul,C.,Jr.,Paul C. Broun,1946-05-14,M,rep,GA,Republican,10.0
Camp,Dave,Lee,,Dave Camp,1953-07-09,M,rep,MI,Republican,4.0
Campbell,John,Bayard Taylor,III,John Campbell,1955-07-19,M,rep,CA,Republican,45.0
Christensen,Donna,M.,,Donna M. Christensen,1945-09-19,F,rep,VI,Democrat,0.0
Coburn,Thomas,A.,,Tom Coburn,1948-03-14,M,sen,OK,Republican,
Dingell,John,D.,,John D. Dingell,1926-07-08,M,rep,MI,Democrat,12.0
Faleomavaega,Eni,F. H.,,Eni F. H. Faleomavaega,1943-08-15,M,rep,AS,Democrat,0.0
Gerlach,Jim,,,Jim Gerlach,1955-02-25,M,rep,PA,Republican,6.0
Gingrey,Phil,,,Phil Gingrey,1942-07-10,M,rep,GA,Republican,11.0
Griffin,Tim,,,Tim Griffin,1968-08-21,M,rep,AR,Republican,2.0
Hall,Ralph,M.,,Ralph M. Hall,1923-05-03,M,rep,TX,Republican,4.0
Hastings,Doc,,,Doc Hastings,1941-02-07,M,rep,WA,Republican,4.0
Holt,Rush,D.,,Rush Holt,1948-10-15,M,rep,NJ,Democrat,12.0
Kingston,Jack,,,Jack Kingston,1955-04-24,M,rep,GA,Republican,1.0
Latham,Tom,P.,,Tom Latham,1948-07-14,M,rep,IA,Republican,3.0
Matheson,Jim,,,Jim Matheson,1960-03-21,M,rep,UT,Democrat,4.0
McCarthy,Carolyn,,,Carolyn McCarthy,1944-01-05,F,rep,NY,Democrat,4.0
McIntyre,Mike,,,Mike McIntyre,1956-08-06,M,rep,NC,Democrat,7.0
McKeon,Howard,P.,,"Howard P. ""Buck"" McKeon",1938-09-09,M,rep,CA,Republican,25.0
Michaud,Michael,H.,,Michael H. Michaud,1955-01-18,M,rep,ME,Democrat,2.0
Miller,Gary,G.,,Gary G. Miller,1948-10-16,M,rep,CA,Republican,31.0
Miller,George,,,George Miller,1945-05-17,M,rep,CA,Democrat,11.0
Moran,James,P.,Jr.,James P. Moran,1945-05-16,M,rep,VA,Democrat,8.0
Owens,William,L.,,William L. Owens,1949-01-20,M,rep,NY,Democrat,21.0
Pastor,Ed,,,Ed Pastor,1943-06-28,M,rep,AZ,Democrat,7.0
Petri,Thomas,E.,,Thomas E. Petri,1940-05-28,M,rep,WI,Republican,6.0
Rahall,Nick,J.,II,Nick J. Rahall II,1949-05-20,M,rep,WV,Democrat,3.0
Rogers,Mike,,,Mike Rogers,1963-06-02,M,rep,MI,Republican,8.0
Runyan,Jon,,,Jon Runyan,1973-11-27,M,rep,NJ,Republican,3.0
Schwartz,Allyson,Y.,,Allyson Y. Schwartz,1948-10-03,F,rep,PA,Democrat,13.0
Southerland,Steve,,,Steve Southerland II,1965-10-10,M,rep,FL,Republican,2.0
Terry,Lee,R.,,Lee Terry,1962-01-29,M,rep,NE,Republican,2.0
Tierney,John,F.,,John F. Tierney,1951-09-18,M,rep,MA,Democrat,6.0
Waxman,Henry,A.,,Henry A. Waxman,1939-09-12,M,rep,CA,Democrat,33.0
Wolf,Frank,R.,,Frank R. Wolf,1939-01-30,M,rep,VA,Republican,10.0
Barber,Ron,,,Ron Barber,1945-08-25,M,rep,AZ,Democrat,2.0
Stockman,Steve,,,Steve Stockman,1956-11-14,M,rep,TX,Republican,36.0
Maffei,Daniel,B.,,Daniel B. Maffei,1968-07-04,M,rep,NY,Democrat,24.0
Negrete McLeod,Gloria,,,Gloria Negrete McLeod,1941-09-06,F,rep,CA,Democrat,35.0
Garcia,Joe,,,Joe Garcia,1963-10-19,M,rep,FL,Democrat,26.0
Enyart,William,L.,,William L. Enyart,1949-09-22,M,rep,IL,Democrat,12.0
Bentivolio,Kerry,L.,,Kerry L. Bentivolio,1951-10-06,M,rep,MI,Republican,11.0
Gallego,Pete,P.,,Pete P. Gallego,1961-12-02,M,rep,TX,Democrat,23.0
McAllister,Vance,,,Vance M. McAllister,1974-01-07,M,rep,LA,Republican,5.0
Walsh,John,E.,,John E. Walsh,1960-11-03,M,sen,MT,Democrat,
Grimm,Michael,G.,,Michael G. Grimm,1970-02-07,M,rep,NY,Republican,11.0
Coble,Howard,,,Howard Coble,1931-03-18,M,rep,NC,Republican,6.0
Johanns,Mike,,,Mike Johanns,1950-06-18,M,sen,NE,Republican,
Nunnelee,Alan,,,Alan Nunnelee,1958-10-09,M,rep,MS,Republican,1.0
Schock,Aaron,,,Aaron Schock,1981-05-28,M,rep,IL,Republican,18.0
Boehner,John,A.,,John A. Boehner,1949-11-17,M,rep,OH,Republican,8.0
Fattah,Chaka,,,Chaka Fattah,1956-11-21,M,rep,PA,Democrat,2.0
Whitfield,Ed,,,Ed Whitfield,1943-05-25,M,rep,KY,Republican,1.0
Takai,Mark,,,Mark Takai,1967-07-01,M,rep,HI,Democrat,1.0
Hahn,Janice,,,Janice Hahn,1952-03-30,F,rep,CA,Democrat,44.0
Miller,Candice,S.,,Candice S. Miller,1954-05-07,F,rep,MI,Republican,10.0
Ayotte,Kelly,,,Kelly Ayotte,1968-06-27,F,sen,NH,Republican,
Boxer,Barbara,,,Barbara Boxer,1940-11-11,F,sen,CA,Democrat,
Coats,Daniel,Ray,,Daniel Coats,1943-05-16,M,sen,IN,Republican,
Kirk,Mark,Steven,,Mark Kirk,1959-09-15,M,sen,IL,Republican,
Mikulski,Barbara,A.,,Barbara A. Mikulski,1936-07-20,F,sen,MD,Democrat,
Reid,Harry,M.,,Harry Reid,1939-12-02,M,sen,NV,Democrat,
Vitter,David,,,David Vitter,1961-05-03,M,sen,LA,Republican,
Benishek,Dan,,,Dan Benishek,1952-04-20,M,rep,MI,Republican,1.0
Boustany,Charles,W.,Jr.,Charles W. Boustany Jr.,1956-02-21,M,rep,LA,Republican,3.0
Brown,Corrine,,,Corrine Brown,1946-11-11,F,rep,FL,Democrat,5.0
Capps,Lois,,,Lois Capps,1938-01-10,F,rep,CA,Democrat,24.0
Carney,John,C.,,John C. Carney Jr.,1956-05-20,M,rep,DE,Democrat,0.0
Crenshaw,Ander,,,Ander Crenshaw,1944-09-01,M,rep,FL,Republican,4.0
Edwards,Donna,F.,,Donna F. Edwards,1958-06-28,F,rep,MD,Democrat,4.0
Ellmers,Renee,L.,,Renee L. Ellmers,1964-02-09,F,rep,NC,Republican,2.0
Farr,Sam,,,Sam Farr,1941-07-04,M,rep,CA,Democrat,20.0
Fincher,Stephen,Lee,,Stephen Lee Fincher,1973-02-07,M,rep,TN,Republican,8.0
Fitzpatrick,Michael,G.,,Michael G. Fitzpatrick,1963-06-28,M,rep,PA,Republican,8.0
Fleming,John,,,John Fleming,1951-07-05,M,rep,LA,Republican,4.0
Forbes,J.,Randy,,J. Randy Forbes,1952-02-17,M,rep,VA,Republican,4.0
Garrett,Scott,,,Scott Garrett,1959-07-09,M,rep,NJ,Republican,5.0
Gibson,Christopher,P.,,Christopher P. Gibson,1964-05-13,M,rep,NY,Republican,19.0
Hanna,Richard,L.,,Richard L. Hanna,1951-01-25,M,rep,NY,Republican,22.0
Heck,Joseph,J.,,Joseph J. Heck,1961-10-30,M,rep,NV,Republican,3.0
Hinojosa,Rubén,E.,,Rubén Hinojosa,1940-08-20,M,rep,TX,Democrat,15.0
Honda,Michael,M.,,Michael M. Honda,1941-06-27,M,rep,CA,Democrat,17.0
Huelskamp,Tim,,,Tim Huelskamp,1968-11-11,M,rep,KS,Republican,1.0
Hurt,Robert,,,Robert Hurt,1969-06-16,M,rep,VA,Republican,5.0
Israel,Steve,J.,,Steve Israel,1958-05-30,M,rep,NY,Democrat,3.0
Kline,John,Paul,,John Kline,1947-09-06,M,rep,MN,Republican,2.0
McDermott,Jim,A.,,Jim McDermott,1936-12-28,M,rep,WA,Democrat,7.0
Mica,John,L.,,John L. Mica,1943-01-27,M,rep,FL,Republican,7.0
Miller,Jeff,,,Jeff Miller,1959-06-27,M,rep,FL,Republican,1.0
Neugebauer,Randy,,,Randy Neugebauer,1949-12-24,M,rep,TX,Republican,19.0
Nugent,Richard,B.,,Richard B. Nugent,1951-05-26,M,rep,FL,Republican,11.0
Pierluisi,Pedro,R.,,Pedro R. Pierluisi,1959-04-26,M,rep,PR,Democrat,0.0
Pitts,Joseph,R.,,Joseph R. Pitts,1939-10-10,M,rep,PA,Republican,16.0
Rangel,Charles,B.,,Charles B. Rangel,1930-06-11,M,rep,NY,Democrat,13.0
Ribble,Reid,J.,,Reid J. Ribble,1956-04-05,M,rep,WI,Republican,8.0
Rigell,Edward,Scott,,E. Scott Rigell,1960-05-28,M,rep,VA,Republican,2.0
Sanchez,Loretta,B.,,Loretta Sanchez,1960-01-07,F,rep,CA,Democrat,46.0
Stutzman,Marlin,A.,,Marlin A. Stutzman,1976-08-31,M,rep,IN,Republican,3.0
Westmoreland,Lynn,A.,,Lynn A. Westmoreland,1950-04-02,M,rep,GA,Republican,3.0
Salmon,Matt,,,Matt Salmon,1958-01-21,M,rep,AZ,Republican,5.0
Grayson,Alan,,,Alan Grayson,1958-03-13,M,rep,FL,Democrat,9.0
Murphy,Patrick,,,Patrick Murphy,1983-03-30,M,rep,FL,Democrat,18.0
Jolly,David,W.,,David W. Jolly,1972-10-31,M,rep,FL,Republican,13.0
Clawson,Curtis,,,Curt Clawson,1959-09-28,M,rep,FL,Republican,19.0
Dold,Bob,,,Robert J. Dold,1969-06-23,M,rep,IL,Republican,10.0
Guinta,Frank,,,Frank C. Guinta,1970-09-26,M,rep,NH,Republican,1.0
Graham,Gwen,,,Gwen Graham,1963-01-31,F,rep,FL,Democrat,2.0
Ashford,Brad,,,Brad Ashford,1949-11-10,M,rep,NE,Democrat,2.0
Hardy,Cresent,,,Cresent Hardy,1957-06-23,M,rep,NV,Republican,4.0
Pompeo,Mike,,,Mike Pompeo,1963-12-30,M,rep,KS,Republican,4.0
Becerra,Xavier,,,Xavier Becerra,1958-01-26,M,rep,CA,Democrat,34.0
Sessions,Jefferson,B.,,Jeff Sessions,1946-12-24,M,sen,AL,Republican,
Price,Tom,,,Tom Price,1954-10-08,M,rep,GA,Republican,6.0
Mulvaney,Mick,,,Mick Mulvaney,1967-07-21,M,rep,SC,Republican,5.0
Zinke,Ryan,,,Ryan K. Zinke,1961-11-01,M,rep,MT,Republican,0.0
Chaffetz,Jason,,,Jason Chaffetz,1967-03-26,M,rep,UT,Republican,3.0
Murphy,Tim,,,Tim Murphy,1952-09-11,M,rep,PA,Republican,18.0
Conyers,John,,Jr.,"John Conyers, Jr.",1929-05-16,M,rep,MI,Democrat,13.0
Franks,Trent,,,Trent Franks,1957-06-19,M,rep,AZ,Republican,8.0
Franken,Alan,Stuart,,Al Franken,1951-05-21,M,sen,MN,Democrat,
Strange,Luther,,,Luther Strange,1953-03-01,M,sen,AL,Republican,
Tiberi,Patrick,J.,,Patrick J. Tiberi,1962-10-21,M,rep,OH,Republican,12.0
Slaughter,Louise,McIntosh,,Louise McIntosh Slaughter,1929-08-14,F,rep,NY,Democrat,25.0
Cochran,Thad,,,Thad Cochran,1937-12-07,M,sen,MS,Republican,
Farenthold,Blake,,,Blake Farenthold,1961-12-12,M,rep,TX,Republican,27.0
Meehan,Patrick,,,Patrick Meehan,1955-10-20,M,rep,PA,Republican,7.0
Bridenstine,Jim,,,Jim Bridenstine,1975-06-15,M,rep,OK,Republican,1.0
Dent,Charles,W.,,Charles W. Dent,1960-05-24,M,rep,PA,Republican,15.0
McCain,John,S.,,John McCain,1936-08-29,M,sen,AZ,Republican,
DeSantis,Ron,,,Ron DeSantis,1978-09-14,M,rep,FL,Republican,6.0
Jenkins,Evan,,,Evan H. Jenkins,1960-09-12,M,rep,WV,Republican,3.0
Kyl,Jon,,,Jon Kyl,1942-04-25,M,sen,AZ,Republican,
Lujan Grisham,Michelle,,,Michelle Lujan Grisham,1959-10-24,F,rep,NM,Democrat,1.0
Corker,Bob,,,Bob Corker,1952-08-24,M,sen,TN,Republican,
Hatch,Orrin,G.,,Orrin G. Hatch,1934-03-22,M,sen,UT,Republican,
McCaskill,Claire,,,Claire McCaskill,1953-07-24,F,sen,MO,Democrat,
Nelson,Bill,,,Bill Nelson,1942-09-29,M,sen,FL,Democrat,
Barletta,Lou,,,Lou Barletta,1956-01-28,M,rep,PA,Republican,11.0
Barton,Joe,Linus,,Joe Barton,1949-09-15,M,rep,TX,Republican,6.0
Black,Diane,,,Diane Black,1951-01-16,F,rep,TN,Republican,6.0
Bordallo,Madeleine,Z.,,Madeleine Z. Bordallo,1933-05-31,F,rep,GU,Democrat,0.0
Brady,Robert,Alan,,Robert A. Brady,1945-04-07,M,rep,PA,Democrat,1.0
Capuano,Michael,E.,,Michael E. Capuano,1952-01-09,M,rep,MA,Democrat,7.0
Coffman,Mike,,,Mike Coffman,1955-03-19,M,rep,CO,Republican,6.0
Crowley,Joseph,,,Joseph Crowley,1962-03-16,M,rep,NY,Democrat,14.0
Culberson,John,Abney,,John Abney Culberson,1956-08-24,M,rep,TX,Republican,7.0
Denham,Jeff,,,Jeff Denham,1967-07-29,M,rep,CA,Republican,10.0
Donnelly,Joe,,,Joe Donnelly,1955-09-28,M,sen,IN,Democrat,
Duncan,John,J.,Jr.,"John J. Duncan, Jr.",1947-07-21,M,rep,TN,Republican,2.0
Ellison,Keith,Maurice,,Keith Ellison,1963-08-04,M,rep,MN,Democrat,5.0
Flake,Jeff,,,Jeff Flake,1962-12-31,M,sen,AZ,Republican,
Frelinghuysen,Rodney,P.,,Rodney P. Frelinghuysen,1946-04-29,M,rep,NJ,Republican,11.0
Goodlatte,Bob,W.,,Bob Goodlatte,1952-09-22,M,rep,VA,Republican,6.0
Gowdy,Trey,,,Trey Gowdy,1964-08-22,M,rep,SC,Republican,4.0
Green,Gene,Eugene,,Gene Green,1947-10-17,M,rep,TX,Democrat,29.0
Gutiérrez,Luis,V.,,Luis V. Gutiérrez,1953-12-10,M,rep,IL,Democrat,4.0
Harper,Gregg,,,Gregg Harper,1956-06-01,M,rep,MS,Republican,3.0
Hensarling,Jeb,,,Jeb Hensarling,1957-05-29,M,rep,TX,Republican,5.0
Hultgren,Randy,,,Randy Hultgren,1966-03-01,M,rep,IL,Republican,14.0
Jenkins,Lynn,,,Lynn Jenkins,1963-06-10,F,rep,KS,Republican,2.0
Johnson,Sam,Robert,,Sam Johnson,1930-10-11,M,rep,TX,Republican,3.0
Labrador,Raúl,R.,,Raúl R. Labrador,1967-12-08,M,rep,ID,Republican,1.0
Lance,Leonard,,,Leonard Lance,1952-06-25,M,rep,NJ,Republican,7.0
Levin,Sander,M.,,Sander M. Levin,1931-09-06,M,rep,MI,Democrat,9.0
LoBiondo,Frank,A.,,Frank A. LoBiondo,1946-05-12,M,rep,NJ,Republican,2.0
Noem,Kristi,L.,,Kristi L. Noem,1971-11-30,F,rep,SD,Republican,0.0
Paulsen,Erik,,,Erik Paulsen,1965-05-14,M,rep,MN,Republican,3.0
Pearce,Stevan,E.,,Stevan Pearce,1947-08-24,M,rep,NM,Republican,2.0
Poe,Ted,,,Ted Poe,1948-09-10,M,rep,TX,Republican,2.0
Polis,Jared,,,Jared Polis,1975-05-12,M,rep,CO,Democrat,2.0
Reichert,David,G.,,David G. Reichert,1950-08-29,M,rep,WA,Republican,8.0
Renacci,James,B.,,James B. Renacci,1958-12-03,M,rep,OH,Republican,16.0
Rohrabacher,Dana,T.,,Dana Rohrabacher,1947-06-21,M,rep,CA,Republican,48.0
Rokita,Todd,,,Todd Rokita,1970-02-09,M,rep,IN,Republican,4.0
