,transaction_date,ticker,asset_description,type,amount,name,disclosure_date,chamber,first_name,last_name,party,birthday,gender,represents
1206,2020-08-19,IBM,International Business Machines Corporation,sale_partial,15000,William Cassidy,2020-09-18,senate,William,Cassidy,Republican,1957-09-28,M,LA
1207,2020-08-19,DIS,The Walt Disney Company,sale_partial,15000,William Cassidy,2020-09-18,senate,William,Cassidy,Republican,1957-09-28,M,LA
1208,2020-08-19,CMCSA,Comcast Corporation,sale_partial,15000,William Cassidy,2020-09-18,senate,William,Cassidy,Republican,1957-09-28,M,LA
1209,2020-08-19,CSCO,"Cisco Systems, Inc.",sale_partial,15000,William Cassidy,2020-09-18,senate,William,Cassidy,Republican,1957-09-28,M,LA
1210,2020-08-19,AAPL,Apple Inc.,sale_partial,15000,William Cassidy,2020-09-18,senate,William,Cassidy,Republican,1957-09-28,M,LA
1211,2020-08-18,VZ,Verizon Communications Inc.,purchase,15000,Angus S King,2020-09-16,senate,Angus,King,Independent,1944-03-31,M,ME
1212,2020-08-18,SLB,Schlumberger Limited,sale_full,15000,Angus S King,2020-09-16,senate,Angus,King,Independent,1944-03-31,M,ME
1213,2020-08-18,XOM,Exxon Mobil Corporation,sale_full,15000,Angus S King,2020-09-16,senate,Angus,King,Independent,1944-03-31,M,ME
1214,2020-08-18,COP,ConocoPhillips,sale_full,15000,Angus S King,2020-09-16,senate,Angus,King,Independent,1944-03-31,M,ME
1215,2020-09-02,WFC,Wells Fargo Company,purchase,15000,A. Mitchell Mcconnell,2020-09-11,senate,Mitchell,McConnell,Republican,1942-02-20,M,KY
1217,2020-08-28,TSLA,"Tesla, Inc.",purchase,15000,Patrick J Toomey,2020-09-11,senate,Patrick,Toomey,Republican,1961-11-17,M,PA
1218,2020-08-27,AAPL,Apple Inc.,purchase,15000,Patrick J Toomey,2020-09-11,senate,Patrick,Toomey,Republican,1961-11-17,M,PA
1220,2020-08-21,WFC,Wells Fargo Company,sale_full,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1221,2020-08-21,DIS,The Walt Disney Company,sale_full,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1222,2020-08-21,V,Visa Inc.,sale_full,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1223,2020-08-21,TXN,Texas Instruments Incorporated,sale_full,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1224,2020-08-21,JPM,JPMorgan Chase Co.,sale_full,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1225,2020-08-21,KO,The Coca-Cola Company,sale_full,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1226,2020-08-21,AAPL,Apple Inc.,sale_partial,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1227,2020-08-21,ALL,The Allstate Corporation,sale_full,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1228,2020-08-21,ABBV,AbbVie Inc.,sale_full,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1229,2020-08-21,KR,The Kroger Co.,purchase,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1230,2020-08-21,CVX,Chevron Corporation,purchase,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1231,2020-08-21,BRK-B,Berkshire Hathaway Inc.,purchase,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1232,2020-08-21,WFC,Wells Fargo Company,sale_full,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1233,2020-08-21,DIS,The Walt Disney Company,sale_full,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1234,2020-08-21,V,Visa Inc.,sale_full,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1235,2020-08-21,TXN,Texas Instruments Incorporated,sale_full,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1236,2020-08-21,RDS-B,Royal Dutch Shell plc,sale_full,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1237,2020-08-21,OXY,Occidental Petroleum Corporation,sale_full,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1238,2020-08-21,MPC,Marathon Petroleum Corporation,sale_full,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1239,2020-08-21,JPM,JPMorgan Chase Co.,sale_full,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1240,2020-08-21,COST,Costco Wholesale Corporation,sale_partial,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1241,2020-08-21,KO,The Coca-Cola Company,sale_full,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1242,2020-08-21,BRK-B,Berkshire Hathaway Inc.,sale_partial,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1243,2020-08-21,AAPL,Apple Inc.,sale_partial,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1244,2020-08-21,ALL,The Allstate Corporation,sale_full,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1245,2020-08-21,ABBV,AbbVie Inc.,sale_full,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1246,2020-08-21,KR,The Kroger Co.,purchase,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1247,2020-08-21,USB,U.S. Bancorp,purchase,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1248,2020-08-21,JNJ,Johnson Johnson,purchase,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1249,2020-08-21,INTC,Intel Corporation,purchase,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1250,2020-08-21,GILD,"Gilead Sciences, Inc.",purchase,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1251,2020-08-21,CVS,CVS Health Corporation,purchase,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1252,2020-08-21,CVX,Chevron Corporation,purchase,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1253,2020-08-21,BAC,Bank of America Corporation,purchase,15000,Jerry Moran,2020-09-08,senate,Jerry,Moran,Republican,1954-05-29,M,KS
1256,2020-08-21,LDP,Cohen Steers Limited Duration Preferred and Inco,purchase,15000,Thomas R Carper,2020-09-01,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1257,2020-08-21,GBIL,Goldman Sachs Access Treasury 0-1 Year,sale_partial,15000,Thomas R Carper,2020-09-01,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1258,2020-08-21,TCEHY,Tencent Holdings Limited,sale_partial,15000,Thomas R Carper,2020-09-01,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1259,2020-08-21,ARE,"Alexandria Real Estate Equities, Inc.",sale_partial,15000,Thomas R Carper,2020-09-01,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1260,2020-08-21,CONE,CyrusOne Inc.,sale_partial,15000,Thomas R Carper,2020-09-01,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1261,2020-08-13,GLD,SPDR Gold Shares,sale_partial,15000,Thomas R Carper,2020-09-01,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1262,2020-08-07,KWEB,KraneShares CSI China Internet,sale_full,15000,Thomas R Carper,2020-09-01,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1263,2020-08-06,LDP,Cohen Steers Limited Duration Preferred and Inco,purchase,15000,Thomas R Carper,2020-09-01,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1264,2020-08-06,LUBFX,Lord Abbett Ultra Short Bond Fund Class F,sale_partial,15000,Thomas R Carper,2020-09-01,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1265,2020-08-06,GBIL,Goldman Sachs Access Treasury 0-1 Year,sale_partial,15000,Thomas R Carper,2020-09-01,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1266,2020-08-27,AAPL,Apple Inc.,sale_full,100000,Pat Roberts,2020-08-30,senate,Pat,Roberts,Republican,1935-01-30,M,SD
1267,2020-08-05,BA,The Boeing Company,purchase,50000,Pat Roberts,2020-08-30,senate,Pat,Roberts,Republican,1935-01-30,M,SD
1268,2020-08-19,WMT,Walmart Inc.,purchase,15000,Pat Roberts,2020-08-30,senate,Pat,Roberts,Republican,1935-01-30,M,SD
1269,2020-08-18,GOLD,Barrick Gold Corporation,purchase,15000,Pat Roberts,2020-08-30,senate,Pat,Roberts,Republican,1935-01-30,M,SD
1270,2020-08-18,BBY,"Best Buy Co., Inc.",purchase,15000,Pat Roberts,2020-08-30,senate,Pat,Roberts,Republican,1935-01-30,M,SD
1271,2020-08-18,GLD,SPDR Gold Shares,purchase,50000,Pat Roberts,2020-08-30,senate,Pat,Roberts,Republican,1935-01-30,M,SD
1272,2020-08-17,NVAX,"Novavax, Inc.",purchase,15000,Pat Roberts,2020-08-30,senate,Pat,Roberts,Republican,1935-01-30,M,SD
1273,2020-08-27,AAPL,Apple Inc.,sale_full,100000,Pat Roberts,2020-08-30,senate,Pat,Roberts,Republican,1935-01-30,M,SD
1274,2020-08-03,TSLA,"Tesla, Inc.",purchase,100000,Pat Roberts,2020-08-30,senate,Pat,Roberts,Republican,1935-01-30,M,SD
1275,2020-08-03,AAPL,Apple Inc.,purchase,100000,Pat Roberts,2020-08-30,senate,Pat,Roberts,Republican,1935-01-30,M,SD
1276,2020-07-31,AAPL,Apple Inc.,sale_full,100000,Pat Roberts,2020-08-30,senate,Pat,Roberts,Republican,1935-01-30,M,SD
1277,2020-08-20,NFLX,"Netflix, Inc.",purchase,15000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1278,2020-08-20,NFLX,"Netflix, Inc.",purchase,15000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1279,2020-08-20,NFLX,"Netflix, Inc.",purchase,15000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1280,2020-08-21,NVDA,NVIDIA Corporation,purchase,100000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1281,2020-08-21,UPS,"United Parcel Service, Inc.",purchase,100000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1282,2020-08-21,FDX,FedEx Corporation,purchase,50000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1283,2020-08-21,SQ,"Square, Inc.",purchase,50000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1284,2020-08-21,T,AT&amp;T Inc.,sale_full,100000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1285,2020-08-21,XOM,Exxon Mobil Corporation,sale_full,50000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1286,2020-08-19,UPS,"United Parcel Service, Inc.",purchase,100000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1287,2020-08-19,NVDA,NVIDIA Corporation,purchase,50000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1288,2020-08-19,KR,The Kroger Co.,purchase,50000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1289,2020-08-19,FDX,FedEx Corporation,purchase,50000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1290,2020-08-18,LOW,"Lowe's Companies, Inc.",purchase,50000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1291,2020-08-18,DHI,"D.R. Horton, Inc.",purchase,50000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1292,2020-08-17,UPS,"United Parcel Service, Inc.",purchase,100000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1293,2020-08-14,UPS,"United Parcel Service, Inc.",purchase,50000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1294,2020-08-14,PSA,Public Storage,purchase,50000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1295,2020-08-14,FDX,FedEx Corporation,purchase,50000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1296,2020-08-11,F,Ford Motor Company,purchase,50000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1297,2020-08-11,DHI,"D.R. Horton, Inc.",purchase,100000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1298,2020-08-07,AAPL,Apple Inc.,purchase,100000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1299,2020-08-05,WDAY,"Workday, Inc.",purchase,15000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1300,2020-08-05,PSA,Public Storage,purchase,50000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1301,2020-08-05,KR,The Kroger Co.,purchase,15000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1302,2020-08-05,DHI,"D.R. Horton, Inc.",purchase,15000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1303,2020-08-05,COUP,Coupa Software Incorporated,purchase,50000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1304,2020-08-05,CLX,The Clorox Company,purchase,15000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1305,2020-08-05,BYND,"Beyond Meat, Inc.",purchase,50000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1306,2020-08-04,PSA,Public Storage,purchase,100000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1307,2020-08-04,MTCH,"Match Group, Inc.",purchase,15000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1308,2020-08-04,KR,The Kroger Co.,purchase,15000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1309,2020-08-04,KLAC,KLA Corporation,purchase,50000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1310,2020-08-04,DIS,The Walt Disney Company,purchase,50000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1311,2020-08-03,MAR,"Marriott International, Inc.",sale_full,250000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1312,2020-08-03,VAC,Marriott Vacations Worldwide Corporation,sale_full,50000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1313,2020-08-03,INTC,Intel Corporation,sale_full,50000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1314,2020-07-31,MSFT,Microsoft Corporation,purchase,100000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1315,2020-07-30,OSK,Oshkosh Corporation,purchase,50000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1316,2020-07-30,NVDA,NVIDIA Corporation,purchase,100000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1317,2020-07-30,BYND,"Beyond Meat, Inc.",purchase,50000,Ron L Wyden,2020-08-29,senate,Ron,Wyden,Democrat,1949-05-03,M,OR
1319,2020-07-22,ICE,"Intercontinental Exchange, Inc.",sale_partial,25000000,Kelly Loeffler,2020-08-21,senate,Kelly,Loeffler,Republican,1946-08-01,M,TX
1324,2019-02-27,WW,"WW International, Inc.",purchase,15000,Thomas R Carper,2020-08-13,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1325,2019-05-16,GE,General Electric Company,sale_full,15000,Timothy M Kaine,2020-08-13,senate,Timothy,Kaine,Democrat,1958-02-26,M,VA
1336,2019-07-31,PHLD,PHLD - Phillips Edison Grocery Center REIT I,sale_partial,15000,Patrick J Toomey,2020-08-13,senate,Patrick,Toomey,Republican,1961-11-17,M,PA
1349,2020-07-15,TROW,"T. Rowe Price Group, Inc.",sale_full,15000,William Cassidy,2020-08-12,senate,William,Cassidy,Republican,1957-09-28,M,LA
1350,2020-07-15,PLD,"Prologis, Inc.",purchase,15000,William Cassidy,2020-08-12,senate,William,Cassidy,Republican,1957-09-28,M,LA
1353,2019-07-05,IBM,International Business Machines Corporation,sale_full,15000,Sheldon Whitehouse,2020-08-07,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
1354,2019-07-05,IBM,International Business Machines Corporation,sale_full,15000,Sheldon Whitehouse,2020-08-07,senate,Sheldon,Whitehouse,Democrat,1955-10-20,M,RI
1356,2020-07-20,NKLA,Nikola Corporation,sale_partial,15000,Patrick J Toomey,2020-08-06,senate,Patrick,Toomey,Republican,1961-11-17,M,PA
1357,2020-07-09,NKLA,Nikola Corporation,purchase,15000,Patrick J Toomey,2020-08-06,senate,Patrick,Toomey,Republican,1961-11-17,M,PA
1358,2020-07-07,TSLA,"Tesla, Inc.",sale_full,15000,Patrick J Toomey,2020-08-06,senate,Patrick,Toomey,Republican,1961-11-17,M,PA
1359,2020-07-07,TSLA,"Tesla, Inc.",purchase,15000,Patrick J Toomey,2020-08-06,senate,Patrick,Toomey,Republican,1961-11-17,M,PA
1360,2020-07-06,TGT,Target Corporation,sale_full,15000,Pat Roberts,2020-08-05,senate,Pat,Roberts,Republican,1935-01-30,M,SD
1361,2020-07-31,AAL,American Airlines Group Inc.,sale_full,50000,Pat Roberts,2020-08-05,senate,Pat,Roberts,Republican,1935-01-30,M,SD
1362,2020-07-02,NOC,Northrop Grumman Corporation,purchase,50000,Pat Roberts,2020-08-05,senate,Pat,Roberts,Republican,1935-01-30,M,SD
1363,2020-07-02,AAL,American Airlines Group Inc.,sale_full,15000,Pat Roberts,2020-08-05,senate,Pat,Roberts,Republican,1935-01-30,M,SD
1364,2020-07-02,BA,The Boeing Company,purchase,15000,Pat Roberts,2020-08-05,senate,Pat,Roberts,Republican,1935-01-30,M,SD
1365,2020-07-02,MA,Mastercard Incorporated,sale_full,100000,Pat Roberts,2020-08-05,senate,Pat,Roberts,Republican,1935-01-30,M,SD
1366,2020-07-27,BA,The Boeing Company,purchase,15000,Pat Roberts,2020-08-05,senate,Pat,Roberts,Republican,1935-01-30,M,SD
1367,2020-07-15,NFLX,"Netflix, Inc.",purchase,15000,Pat Roberts,2020-08-05,senate,Pat,Roberts,Republican,1935-01-30,M,SD
1368,2020-07-13,NFLX,"Netflix, Inc.",purchase,15000,Pat Roberts,2020-08-05,senate,Pat,Roberts,Republican,1935-01-30,M,SD
1369,2020-07-07,AAL,American Airlines Group Inc.,sale_full,15000,Pat Roberts,2020-08-05,senate,Pat,Roberts,Republican,1935-01-30,M,SD
1370,2020-07-02,BABA,Alibaba Group Holding Limited,sale_full,50000,Pat Roberts,2020-08-05,senate,Pat,Roberts,Republican,1935-01-30,M,SD
1371,2020-07-02,WMT,Walmart Inc.,sale_full,15000,Pat Roberts,2020-08-05,senate,Pat,Roberts,Republican,1935-01-30,M,SD
1372,2020-07-02,SPOT,Spotify Technology S.A.,purchase,15000,Pat Roberts,2020-08-05,senate,Pat,Roberts,Republican,1935-01-30,M,SD
1373,2020-07-01,BYND,"Beyond Meat, Inc.",purchase,15000,Pat Roberts,2020-08-05,senate,Pat,Roberts,Republican,1935-01-30,M,SD
1374,2020-07-28,SIL,Global X Silver Miners,sale_full,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1375,2020-07-09,C,Citigroup Inc.,purchase,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1376,2020-07-09,QCOM,QUALCOMM Incorporated,sale_partial,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1377,2020-07-09,RMD,ResMed Inc.,sale_partial,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1378,2020-07-09,OHI,"Omega Healthcare Investors, Inc.",sale_full,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1379,2020-07-09,ARCC,Ares Capital Corporation,sale_partial,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1380,2020-07-09,LMT,Lockheed Martin Corporation,purchase,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1381,2020-07-09,WIW,Western Asset Inflation-Linked Opportunities Inc,purchase,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1382,2020-07-09,FXI,iShares Trust - iShares China Large-Cap,sale_partial,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1383,2020-07-09,NVDA,NVIDIA Corporation,sale_partial,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1384,2020-07-09,AXS,AXIS Capital Holdings Limited,purchase,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1385,2020-07-09,MPW,"Medical Properties Trust, Inc.",sale_full,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1386,2020-07-09,GLAD,Gladstone Capital Corporation,sale_partial,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1387,2020-07-09,MANT,ManTech International Corporation,purchase,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1388,2020-07-09,SWKS,"Skyworks Solutions, Inc.",sale_partial,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1389,2020-07-09,HASI,Hannon Armstrong Sustainable Infrastructure Capita,sale_partial,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1390,2020-07-09,SRVR,Pacer Benchmark Data Infrastructure Real Estate,purchase,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1391,2020-07-09,MBXIX,Catalyst/Millburn Hedge Strategy Fund Class I,sale_full,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1392,2020-07-09,ABBV,AbbVie Inc.,sale_partial,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1393,2020-07-09,FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fu,sale_full,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1394,2020-07-09,RTH,VanEck Vectors Retail,purchase,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1395,2020-07-09,PTLC,Pacer Trendpilot US Large Cap,purchase,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1396,2020-07-09,PTMC,Pacer Trendpilot US Mid Cap,purchase,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1397,2020-07-09,LMRK,Landmark Infrastructure Partners LP,purchase,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1398,2020-07-09,AY,Atlantica Sustainable Infrastructure plc,purchase,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1399,2020-07-09,GBIL,Goldman Sachs Access Treasury 0-1 Year,purchase,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1400,2020-07-09,IRM,Iron Mountain Incorporated,purchase,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1401,2020-07-09,LHX,"L3Harris Technologies, Inc.",purchase,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1402,2020-07-09,APO,"Apollo Global Management, Inc.",sale_partial,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1403,2020-07-09,AAPL,Apple Inc.,sale_partial,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1404,2020-07-09,PFE,Pfizer Inc.,purchase,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1405,2020-07-09,TSN,"Tyson Foods, Inc.",sale_full,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1406,2020-07-08,TCEHY,Tencent Holdings Limited,sale_partial,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
1407,2020-07-07,WIW,Western Asset Inflation-Linked Opportunities Inc,purchase,15000,Thomas R Carper,2020-08-04,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
