,last_name,first_name,middle_name,suffix,full_name,birthday,gender,type,state,party,district
11488,Kennedy,Edward,M.,,,1932-02-22,M,sen,MA,Democrat,
11489,Knollenberg,Joseph,K.,,,1933-11-28,M,rep,MI,Republican,9.0
11490,Kuhl,John,R.,Jr.,,1943-04-19,M,rep,NY,Republican,29.0
11491,LaHood,Ray,H.,,,1945-12-06,M,rep,IL,Republican,18.0
11492,Lampson,Nicholas,V.,,,1945-02-14,M,rep,TX,Democrat,22.0
11493,Lantos,Tom,,,,1928-02-01,M,rep,CA,Democrat,12.0
11494,Lewis,Ron,,,,1946-09-14,M,rep,KY,Republican,2.0
11495,Lott,Trent,,,,1941-10-09,M,sen,MS,Republican,
11496,Mahoney,Tim,,,,1956-08-15,M,rep,FL,Democrat,16.0
11497,McCrery,James,O.,III,,1949-09-18,M,rep,LA,Republican,4.0
11498,McNulty,Michael,R.,,,1947-09-16,M,rep,NY,Democrat,21.0
11499,Meehan,Martin,T.,,,1956-12-30,M,rep,MA,Democrat,5.0
11500,Millender-McDonald,Juanita,,,,1938-09-07,F,rep,CA,Democrat,37.0
11501,Musgrave,Marilyn,N.,,,1949-01-27,F,rep,CO,Republican,4.0
11502,Norwood,Charles,W.,Jr.,,1941-07-27,M,rep,GA,Republican,10.0
11503,Peterson,John,E.,,,1938-12-25,M,rep,PA,Republican,5.0
11504,Pickering,Charles,W.,Jr.,,1963-08-10,M,rep,MS,Republican,3.0
11505,Porter,Jon,Christopher,Sr.,,1955-05-16,M,rep,NV,Republican,3.0
11506,Pryce,Deborah,D.,,,1951-07-29,F,rep,OH,Republican,15.0
11507,Ramstad,James,M.,,,1946-05-06,M,rep,MN,Republican,3.0
11508,Regula,Ralph,,,,1924-12-03,M,rep,OH,Republican,16.0
11509,Renzi,Rick,,,,1958-06-11,M,rep,AZ,Republican,1.0
11510,Reynolds,Thomas,M.,,,1950-09-03,M,rep,NY,Republican,26.0
11511,Sali,Bill,,,,1954-02-17,M,rep,ID,Republican,1.0
11512,Saxton,H.,James,,,1943-01-22,M,rep,NJ,Republican,3.0
11513,Shays,Christopher,H.,,,1945-10-18,M,rep,CT,Republican,4.0
11514,Tancredo,Thomas,G.,,,1945-12-20,M,rep,CO,Republican,6.0
11515,Thomas,Craig,,,,1933-02-17,M,sen,WY,Republican,
11516,Walsh,James,T.,,,1947-06-19,M,rep,NY,Republican,25.0
11517,Weldon,David,J.,Jr.,,1953-08-31,M,rep,FL,Republican,15.0
11518,Weller,Gerald,C.,,,1957-07-07,M,rep,IL,Republican,11.0
11519,Wilson,Heather,A.,,,1960-12-30,F,rep,NM,Republican,1.0
11520,Wynn,Albert,Russell,,,1951-09-10,M,rep,MD,Democrat,4.0
11521,Cazayoux,Donald,J.,Jr.,,1964-01-17,M,rep,LA,Democrat,6.0
11522,Abercrombie,Neil,,,,1938-06-26,M,rep,HI,Democrat,1.0
11523,Adler,John,H.,,,1959-08-23,M,rep,NJ,Democrat,3.0
11524,Arcuri,Michael,A.,,,1959-06-11,M,rep,NY,Democrat,24.0
11525,Baird,Brian,N.,,,1956-03-07,M,rep,WA,Democrat,3.0
11526,Barrett,James,Gresham,,,1961-02-14,M,rep,SC,Republican,3.0
11527,Bean,Melissa,L.,,,1962-01-22,F,rep,IL,Democrat,8.0
11528,Berry,Robert,Marion,,,1942-08-27,M,rep,AR,Democrat,1.0
11529,Biden,Joseph,R.,Jr.,,1942-11-20,M,sen,DE,Democrat,
11530,Boccieri,John,A.,,,1969-10-05,M,rep,OH,Democrat,16.0
11531,Boucher,Frederick,C.,,,1946-08-01,M,rep,VA,Democrat,9.0
11532,Boyd,Allen,,Jr.,,1945-06-06,M,rep,FL,Democrat,2.0
11533,Bright,Bobby,,,,1952-07-21,M,rep,AL,Democrat,2.0
11534,Brown,Henry,E.,Jr.,,1935-12-20,M,rep,SC,Republican,1.0
11535,Brown-Waite,Virginia,,,,1943-10-05,F,rep,FL,Republican,5.0
11536,Buyer,Stephen,E.,,,1958-11-26,M,rep,IN,Republican,4.0
11537,Cao,Anh,,,,1967-03-13,M,rep,LA,Republican,2.0
11538,Carney,Christopher,P.,,,1959-03-02,M,rep,PA,Democrat,10.0
11539,Castle,Michael,N.,,,1939-07-02,M,rep,DE,Republican,0.0
11540,Childers,Travis,W.,,,1958-03-29,M,rep,MS,Democrat,1.0
11541,Dahlkemper,Kathleen,A.,,,1957-12-10,F,rep,PA,Democrat,3.0
11542,Davis,Artur,,,,1967-10-09,M,rep,AL,Democrat,7.0
11543,Davis,Lincoln,,,,1943-09-13,M,rep,TN,Democrat,4.0
11544,Deal,Nathan,,,,1942-08-25,M,rep,GA,Republican,9.0
11545,Delahunt,William,D.,,,1941-07-18,M,rep,MA,Democrat,10.0
11546,Diaz-Balart,Lincoln,,,,1954-08-13,M,rep,FL,Republican,21.0
11547,Driehaus,Steve,,,,1966-06-24,M,rep,OH,Democrat,1.0
11548,Edwards,Thomas,,,,1951-11-24,M,rep,TX,Democrat,17.0
11549,Ehlers,Vernon,J.,,,1934-02-06,M,rep,MI,Republican,3.0
11550,Ellsworth,Brad,,,,1958-09-11,M,rep,IN,Democrat,8.0
11551,Etheridge,Bob,R.,,,1941-08-07,M,rep,NC,Democrat,2.0
11552,Fallin,Mary,,,,1954-12-09,F,rep,OK,Republican,5.0
11553,Gordon,Barton,Jennings,,,1949-01-24,M,rep,TN,Democrat,6.0
11554,Griffith,Parker,,,,1942-08-06,M,rep,AL,Republican,5.0
11555,Hall,John,J.,,,1948-07-23,M,rep,NY,Democrat,19.0
11556,Halvorson,Deborah,L.,,,1958-03-01,F,rep,IL,Democrat,11.0
11557,Hare,Phil,,,,1949-02-21,M,rep,IL,Democrat,17.0
11558,Herseth Sandlin,Stephanie,,,,1970-12-03,F,rep,SD,Democrat,0.0
11559,Hill,Baron,P.,,,1953-06-23,M,rep,IN,Democrat,9.0
11560,Hodes,Paul,W.,,,1951-03-21,M,rep,NH,Democrat,2.0
11561,Hoekstra,Peter,,,,1953-10-30,M,rep,MI,Republican,2.0
11562,Inglis,Bob,,,,1959-10-11,M,rep,SC,Republican,4.0
11563,Kagen,Steve,,,,1949-12-12,M,rep,WI,Democrat,8.0
11564,Kanjorski,Paul,E.,,,1937-04-02,M,rep,PA,Democrat,11.0
11565,Kennedy,Patrick,Joseph,,,1967-07-14,M,rep,RI,Democrat,1.0
11566,Kilpatrick,Carolyn,Cheeks,,,1945-06-25,F,rep,MI,Democrat,13.0
11567,Kilroy,Mary Jo,,,,1949-04-30,F,rep,OH,Democrat,15.0
11568,Klein,Ron,,,,1957-07-10,M,rep,FL,Democrat,22.0
11569,Kosmas,Suzanne,M.,,,1944-02-25,F,rep,FL,Democrat,24.0
11570,Kratovil,Frank,,Jr.,,1968-05-29,M,rep,MD,Democrat,1.0
11571,Linder,John,,,,1942-09-09,M,rep,GA,Republican,7.0
11572,Markey,Betsy,,,,1956-04-27,F,rep,CO,Democrat,4.0
11573,Marshall,James,,,,1948-03-31,M,rep,GA,Democrat,8.0
11574,Massa,Eric,J. J.,,,1959-09-16,M,rep,NY,Democrat,29.0
11575,McHugh,John,M.,,,1948-09-29,M,rep,NY,Republican,23.0
11576,McMahon,Michael,E.,,,1957-09-12,M,rep,NY,Democrat,13.0
11577,Meek,Kendrick,Brett,,,1966-09-06,M,rep,FL,Democrat,17.0
11578,Melancon,Charles,J.,,,1947-10-03,M,rep,LA,Democrat,3.0
11579,Minnick,Walter,,,,1942-09-20,M,rep,ID,Democrat,1.0
11580,Mitchell,Harry,E.,,,1940-07-18,M,rep,AZ,Democrat,5.0
11581,Mollohan,Alan,B.,,,1943-05-14,M,rep,WV,Democrat,1.0
11582,Moore,Dennis,,,,1945-11-08,M,rep,KS,Democrat,3.0
11583,Murphy,Patrick,J.,,,1973-10-19,M,rep,PA,Democrat,8.0
11584,Murtha,John,P.,,,1932-06-17,M,rep,PA,Democrat,12.0
11585,Nye,Glenn,C.,,,1974-09-09,M,rep,VA,Democrat,2.0
11586,Oberstar,James,L.,,,1934-09-10,M,rep,MN,Democrat,8.0
11587,Obey,David,Ross,,,1938-10-03,M,rep,WI,Democrat,7.0
11588,Ortiz,Solomon,P.,,,1937-06-03,M,rep,TX,Democrat,27.0
11589,Perriello,Thomas,S. P.,,,1974-10-09,M,rep,VA,Democrat,5.0
11590,Pomeroy,Earl,Ralph,,,1952-09-02,M,rep,ND,Democrat,0.0
11591,Putnam,Adam,H.,,,1974-07-31,M,rep,FL,Republican,12.0
11592,Radanovich,George,P.,,,1955-06-20,M,rep,CA,Republican,19.0
11593,Rodriguez,Ciro,D.,,,1946-12-09,M,rep,TX,Democrat,23.0
11594,Salazar,John,Tony,,,1953-07-21,M,rep,CO,Democrat,3.0
11595,Schauer,Mark,H.,,,1961-10-02,M,rep,MI,Democrat,7.0
11596,Sestak,Joe,,,,1951-12-12,M,rep,PA,Democrat,7.0
11597,Shadegg,John,B.,,,1949-10-22,M,rep,AZ,Republican,3.0
11598,Skelton,Ike,,,,1931-12-20,M,rep,MO,Democrat,4.0
11599,Snyder,Victor,F.,,,1947-09-27,M,rep,AR,Democrat,2.0
11600,Solis,Hilda,L.,,,1957-10-20,F,rep,CA,Democrat,32.0
11601,Souder,Mark,Edward,,,1950-07-18,M,rep,IN,Republican,3.0
11602,Space,Zachary,T.,,,1961-01-27,M,rep,OH,Democrat,18.0
11603,Spratt,John,McKee,Jr.,,1942-11-01,M,rep,SC,Democrat,5.0
11604,Stupak,Bart,T.,,,1952-02-29,M,rep,MI,Democrat,1.0
11605,Tanner,John,S.,,,1944-09-22,M,rep,TN,Democrat,8.0
11606,Tauscher,Ellen,O.,,,1951-11-15,F,rep,CA,Democrat,10.0
11607,Taylor,Gene,,,,1953-09-17,M,rep,MS,Democrat,4.0
11608,Teague,Harry,,,,1949-06-29,M,rep,NM,Democrat,2.0
11609,Tiahrt,Todd,,,,1951-06-15,M,rep,KS,Republican,4.0
11610,Wamp,Zach,,,,1957-10-28,M,rep,TN,Republican,3.0
11611,Watson,Diane,E.,,,1933-11-12,F,rep,CA,Democrat,33.0
11612,Wexler,Robert,,,,1961-01-02,M,rep,FL,Democrat,19.0
11613,Wilson,Charles,A.,,,1943-01-18,M,rep,OH,Democrat,6.0
11614,Burris,Roland,,,,1937-08-03,M,sen,IL,Democrat,
11615,Kaufman,Edward,E.,,,1939-03-15,M,sen,DE,Democrat,
11616,Murphy,Scott,,,,1970-01-26,M,rep,NY,Democrat,20.0
11617,LeMieux,George,S.,,,1969-05-21,M,sen,FL,Republican,
11618,Kirk,Paul,G.,Jr.,,1938-01-18,M,sen,MA,Democrat,
11619,Djou,Charles,,,,1970-08-09,M,rep,HI,Republican,1.0
11620,Goodwin,Carte,P.,,,1974-02-27,M,sen,WV,Democrat,
11621,Cardoza,Dennis,A.,,,1959-03-31,M,rep,CA,Democrat,18.0
11622,Davis,Geoff,,,,1958-10-26,M,rep,KY,Republican,4.0
11623,Giffords,Gabrielle,,,,1970-06-08,F,rep,AZ,Democrat,8.0
11624,Harman,Jane,,,,1945-06-28,F,rep,CA,Democrat,36.0
11625,Inslee,Jay,,,,1951-02-09,M,rep,WA,Democrat,1.0
11626,Lee,Christopher,John,,,1964-04-01,M,rep,NY,Republican,26.0
11627,McCotter,Thaddeus,G.,,,1965-08-22,M,rep,MI,Republican,11.0
11628,Payne,Donald,M.,,,1934-07-16,M,rep,NJ,Democrat,10.0
11629,Weiner,Anthony,David,,,1964-09-04,M,rep,NY,Democrat,9.0
11630,Wu,David,,,,1955-04-08,M,rep,OR,Democrat,1.0
11631,Jackson,Jesse,Louis,Jr.,Jesse L. Jackson Jr.,1965-03-11,M,rep,IL,Democrat,2.0
11632,Filner,Bob,,,Bob Filner,1942-09-04,M,rep,CA,Democrat,51.0
11633,Obama,Barack,,,,1961-08-04,M,sen,IL,Democrat,
11634,Inouye,Daniel,K.,,Daniel K. Inouye,1924-09-07,M,sen,HI,Democrat,
11635,Akaka,Daniel,Kahikina,,Daniel K. Akaka,1924-09-11,M,sen,HI,Democrat,
11636,Bingaman,Jeff,,,Jeff Bingaman,1943-10-03,M,sen,NM,Democrat,
11637,Conrad,Kent,Kent,,Kent Conrad,1948-03-12,M,sen,ND,Democrat,
11638,Hutchison,Kay,Bailey,,Kay Bailey Hutchison,1943-07-22,F,sen,TX,Republican,
11639,Kohl,Herbert,H.,,Herb Kohl,1935-02-07,M,sen,WI,Democrat,
11640,Lieberman,Joseph,I.,,Joseph I. Lieberman,1942-02-24,M,sen,CT,Independent,
11641,Lugar,Richard,G.,,Richard G. Lugar,1932-04-04,M,sen,IN,Republican,
11642,Nelson,Ben,E.,,Ben Nelson,1941-05-17,M,sen,NE,Democrat,
11643,Snowe,Olympia,J.,,Olympia J. Snowe,1947-02-21,F,sen,ME,Republican,
11644,Webb,Jim,,,Jim Webb,1946-02-09,M,sen,VA,Democrat,
11645,Brown,Scott,,,Scott P. Brown,1959-09-12,M,sen,MA,Republican,
11646,Ackerman,Gary,L.,,Gary L. Ackerman,1942-11-19,M,rep,NY,Democrat,5.0
11647,Adams,Sandy,,,Sandy Adams,1956-12-14,F,rep,FL,Republican,24.0
11648,Akin,W.,Todd,,W. Todd Akin,1947-07-05,M,rep,MO,Republican,2.0
11649,Altmire,Jason,,,Jason Altmire,1968-03-07,M,rep,PA,Democrat,4.0
11650,Austria,Steve,,,Steve Austria,1958-10-12,M,rep,OH,Republican,7.0
11651,Baca,Joe,,,Joe Baca,1947-01-23,M,rep,CA,Democrat,43.0
11652,Bartlett,Roscoe,G.,,Roscoe G. Bartlett,1926-06-03,M,rep,MD,Republican,6.0
11653,Bass,Charles,F.,,Charles F. Bass,1952-01-08,M,rep,NH,Republican,2.0
11654,Berg,Rick,,,Rick Berg,1959-08-16,M,rep,ND,Republican,0.0
11655,Berkley,Shelley,,,Shelley Berkley,1951-01-20,F,rep,NV,Democrat,1.0
11656,Berman,Howard,L.,,Howard L. Berman,1941-04-15,M,rep,CA,Democrat,28.0
11657,Biggert,Judy,,,Judy Biggert,1937-08-15,F,rep,IL,Republican,13.0
11658,Bilbray,Brian,P.,,Brian P. Bilbray,1951-01-28,M,rep,CA,Republican,50.0
11659,Bono Mack,Mary,Whitaker,,Mary Bono Mack,1961-10-24,F,rep,CA,Republican,45.0
11660,Boren,Dan,,,Dan Boren,1973-08-02,M,rep,OK,Democrat,2.0
11661,Boswell,Leonard,L.,,Leonard L. Boswell,1934-01-10,M,rep,IA,Democrat,3.0
11662,Buerkle,Ann Marie,,,Ann Marie Buerkle,1951-05-08,F,rep,NY,Republican,25.0
11663,Burton,Dan,L.,,Dan Burton,1938-06-21,M,rep,IN,Republican,5.0
11664,Canseco,Francisco,,,"Francisco ""Quico"" Canseco",1949-07-30,M,rep,TX,Republican,23.0
11665,Carnahan,Russ,,,Russ Carnahan,1958-07-10,M,rep,MO,Democrat,3.0
11666,Chandler,Ben,,,Ben Chandler,1959-09-12,M,rep,KY,Democrat,6.0
11667,Clarke,Hansen,,,Hansen Clarke,1957-03-02,M,rep,MI,Democrat,13.0
11668,Costello,Jerry,F.,,Jerry F. Costello,1949-09-25,M,rep,IL,Democrat,12.0
11669,Cravaack,Chip,,,Chip Cravaack,1959-12-29,M,rep,MN,Republican,8.0
11670,Critz,Mark,S.,,Mark S. Critz,1962-01-05,M,rep,PA,Democrat,12.0
11671,Dicks,Norman,D.,,Norman D. Dicks,1940-12-16,M,rep,WA,Democrat,6.0
11672,Dreier,David,T.,,David Dreier,1952-07-05,M,rep,CA,Republican,26.0
11673,Frank,Barney,,,Barney Frank,1940-03-31,M,rep,MA,Democrat,4.0
11674,Gallegly,Elton,W.,,Elton Gallegly,1944-03-07,M,rep,CA,Republican,24.0
11675,Gonzalez,Charles,A.,,Charles A. Gonzalez,1945-05-05,M,rep,TX,Democrat,20.0
11676,Hayworth,Nan,,,Nan A. S. Hayworth,1959-12-14,F,rep,NY,Republican,19.0
11677,Herger,Walter,,,Wally Herger,1945-05-20,M,rep,CA,Republican,2.0
11678,Hinchey,Maurice,D.,,Maurice D. Hinchey,1938-10-27,M,rep,NY,Democrat,22.0
11679,Holden,Tim,,,Tim Holden,1957-03-05,M,rep,PA,Democrat,17.0
11680,Johnson,Timothy,V.,,Timothy V. Johnson,1946-07-23,M,rep,IL,Republican,15.0
11681,Kildee,Dale,E.,,Dale E. Kildee,1929-09-16,M,rep,MI,Democrat,5.0
11682,Kissell,Larry,,,Larry Kissell,1951-01-31,M,rep,NC,Democrat,8.0
11683,Kucinich,Dennis,J.,,Dennis J. Kucinich,1946-10-08,M,rep,OH,Democrat,10.0
11684,LaTourette,Steven,C.,,Steven C. LaTourette,1954-07-22,M,rep,OH,Republican,14.0
11685,Landry,Jeff,M.,,Jeffrey M. Landry,1970-12-23,M,rep,LA,Republican,3.0
11686,Lewis,Jerry,,,Jerry Lewis,1934-10-21,M,rep,CA,Republican,41.0
11687,Lungren,Daniel,E.,,Daniel E. Lungren,1946-09-22,M,rep,CA,Republican,3.0
11688,Mack,Connie,,IV,Connie Mack,1967-08-12,M,rep,FL,Republican,14.0
11689,Manzullo,Donald,A.,,Donald A. Manzullo,1944-03-24,M,rep,IL,Republican,16.0
11690,Miller,R.,Bradley,,Brad Miller,1953-05-19,M,rep,NC,Democrat,13.0
11691,Myrick,Sue,W.,,Sue Wilkins Myrick,1941-08-01,F,rep,NC,Republican,9.0
11692,Olver,John,W.,,John W. Olver,1936-09-03,M,rep,MA,Democrat,1.0
11693,Paul,Ronald,E.,,Ron Paul,1935-08-20,M,rep,TX,Republican,14.0
11694,Pence,Mike,,,Mike Pence,1959-06-07,M,rep,IN,Republican,6.0
11695,Platts,Todd,R.,,Todd Russell Platts,1962-03-05,M,rep,PA,Republican,19.0
11696,Quayle,Ben,,,Benjamin Quayle,1976-11-03,M,rep,AZ,Republican,3.0
11697,Rehberg,Dennis,,,Denny Rehberg,1955-10-05,M,rep,MT,Republican,0.0
11698,Reyes,Silvestre,,,Silvestre Reyes,1944-11-10,M,rep,TX,Democrat,16.0
11699,Richardson,Laura,,,Laura Richardson,1962-04-14,F,rep,CA,Democrat,37.0
11700,Rivera,David,,,David Rivera,1965-09-16,M,rep,FL,Republican,25.0
11701,Ross,Mike,,,Mike Ross,1961-08-02,M,rep,AR,Democrat,4.0
11702,Rothman,Steven,R.,,Steven R. Rothman,1952-10-14,M,rep,NJ,Democrat,9.0
11703,Schilling,Robert,T.,,Robert T. Schilling,1964-01-23,M,rep,IL,Republican,17.0
11704,Schmidt,Jean,,,Jean Schmidt,1951-11-29,F,rep,OH,Republican,2.0
11705,Shuler,Heath,,,Heath Shuler,1971-12-31,M,rep,NC,Democrat,11.0
11706,Stark,Fortney,H.,,Fortney Pete Stark,1931-11-11,M,rep,CA,Democrat,13.0
11707,Stearns,Clifford,B.,,Cliff Stearns,1941-04-16,M,rep,FL,Republican,6.0
11708,Sullivan,John,A.,,John Sullivan,1965-01-01,M,rep,OK,Republican,1.0
11709,Sutton,Betty,,,Betty Sutton,1963-07-31,F,rep,OH,Democrat,13.0
11710,Towns,Edolphus,,,Edolphus Towns,1934-07-21,M,rep,NY,Democrat,10.0
11711,Walsh,Joe,,,Joe Walsh,1961-12-27,M,rep,IL,Republican,8.0
11712,West,Allen,,,Allen B. West,1961-02-07,M,rep,FL,Republican,22.0
11713,Woolsey,Lynn,C.,,Lynn C. Woolsey,1937-11-03,F,rep,CA,Democrat,6.0
11714,Hochul,Kathleen,C.,,Kathleen C. Hochul,1958-08-27,F,rep,NY,Democrat,26.0
11715,Turner,Robert,L.,,Robert L. Turner,1941-05-02,M,rep,NY,Republican,9.0
11716,Curson,David,Alan,,David Alan Curson,1948-11-04,M,rep,MI,Democrat,11.0
11717,DeMint,Jim,W.,,Jim DeMint,1951-09-02,M,sen,SC,Republican,
11718,Emerson,Jo Ann,H.,,Jo Ann Emerson,1950-09-16,F,rep,MO,Republican,8.0
11719,Kerry,John,Forbes,,John F. Kerry,1943-12-11,M,sen,MA,Democrat,
11720,Lautenberg,Frank,R.,,Frank R. Lautenberg,1924-01-23,M,sen,NJ,Democrat,
11721,Cowan,William,,,William M. Cowan,1969-04-04,M,sen,MA,Democrat,
11722,Bonner,Jo,,,Jo Bonner,1959-11-19,M,rep,AL,Republican,1.0
11723,Alexander,Rodney,M.,,Rodney Alexander,1946-12-05,M,rep,LA,Republican,5.0
11724,Young,C.,W. Bill,,C. W. Bill Young,1930-12-16,M,rep,FL,Republican,13.0
11725,Chiesa,Jeffrey,Scott,,Jeff Chiesa,1965-06-22,M,sen,NJ,Republican,
11726,Watt,Melvin,L.,,Melvin L. Watt,1945-08-26,M,rep,NC,Democrat,12.0
11727,Radel,Trey,,,Trey Radel,1976-04-20,M,rep,FL,Republican,19.0
11728,Baucus,Max,S.,,Max Baucus,1941-12-11,M,sen,MT,Democrat,
11729,Andrews,Robert,E.,,Robert E. Andrews,1957-08-04,M,rep,NJ,Democrat,1.0
11730,Cantor,Eric,I.,,Eric Cantor,1963-06-06,M,rep,VA,Republican,7.0
11731,Begich,Mark,,,Mark Begich,1962-03-30,M,sen,AK,Democrat,
11732,Chambliss,Saxby,,,Saxby Chambliss,1943-11-10,M,sen,GA,Republican,
11733,Hagan,Kay,,,Kay R. Hagan,1953-05-26,F,sen,NC,Democrat,
11734,Harkin,Thomas,,,Tom Harkin,1939-11-19,M,sen,IA,Democrat,
11735,Johnson,Tim,P.,,Tim Johnson,1946-12-28,M,sen,SD,Democrat,
11736,Landrieu,Mary,L.,,Mary L. Landrieu,1955-11-23,F,sen,LA,Democrat,
11737,Levin,Carl,,,Carl Levin,1934-06-28,M,sen,MI,Democrat,
11738,Pryor,Mark,,,Mark L. Pryor,1963-01-10,M,sen,AR,Democrat,
11739,Rockefeller,John,D.,IV,"John D. Rockefeller, IV",1937-06-18,M,sen,WV,Democrat,
11740,Udall,Mark,E.,,Mark Udall,1950-07-18,M,sen,CO,Democrat,
11741,Bachmann,Michele,Marie,,Michele Bachmann,1956-04-06,F,rep,MN,Republican,6.0
11742,Bachus,Spencer,Thomas,III,Spencer Bachus,1947-12-28,M,rep,AL,Republican,6.0
11743,Barrow,John,,,John Barrow,1955-10-31,M,rep,GA,Democrat,12.0
11744,Bishop,Timothy,H.,,Timothy H. Bishop,1950-06-01,M,rep,NY,Democrat,1.0
11745,Braley,Bruce,L.,,Bruce L. Braley,1957-10-30,M,rep,IA,Democrat,1.0
11746,Broun,Paul,C.,Jr.,Paul C. Broun,1946-05-14,M,rep,GA,Republican,10.0
11747,Camp,Dave,Lee,,Dave Camp,1953-07-09,M,rep,MI,Republican,4.0
11748,Campbell,John,Bayard Taylor,III,John Campbell,1955-07-19,M,rep,CA,Republican,45.0
11749,Christensen,Donna,M.,,Donna M. Christensen,1945-09-19,F,rep,VI,Democrat,0.0
11750,Coburn,Thomas,A.,,Tom Coburn,1948-03-14,M,sen,OK,Republican,
11751,Dingell,John,D.,,John D. Dingell,1926-07-08,M,rep,MI,Democrat,12.0
11752,Faleomavaega,Eni,F. H.,,Eni F. H. Faleomavaega,1943-08-15,M,rep,AS,Democrat,0.0
11753,Gerlach,Jim,,,Jim Gerlach,1955-02-25,M,rep,PA,Republican,6.0
11754,Gingrey,Phil,,,Phil Gingrey,1942-07-10,M,rep,GA,Republican,11.0
11755,Griffin,Tim,,,Tim Griffin,1968-08-21,M,rep,AR,Republican,2.0
11756,Hall,Ralph,M.,,Ralph M. Hall,1923-05-03,M,rep,TX,Republican,4.0
11757,Hastings,Doc,,,Doc Hastings,1941-02-07,M,rep,WA,Republican,4.0
11758,Holt,Rush,D.,,Rush Holt,1948-10-15,M,rep,NJ,Democrat,12.0
11759,Kingston,Jack,,,Jack Kingston,1955-04-24,M,rep,GA,Republican,1.0
11760,Latham,Tom,P.,,Tom Latham,1948-07-14,M,rep,IA,Republican,3.0
11761,Matheson,Jim,,,Jim Matheson,1960-03-21,M,rep,UT,Democrat,4.0
11762,McCarthy,Carolyn,,,Carolyn McCarthy,1944-01-05,F,rep,NY,Democrat,4.0
11763,McIntyre,Mike,,,Mike McIntyre,1956-08-06,M,rep,NC,Democrat,7.0
11764,McKeon,Howard,P.,,"Howard P. ""Buck"" McKeon",1938-09-09,M,rep,CA,Republican,25.0
11765,Michaud,Michael,H.,,Michael H. Michaud,1955-01-18,M,rep,ME,Democrat,2.0
11766,Miller,Gary,G.,,Gary G. Miller,1948-10-16,M,rep,CA,Republican,31.0
11767,Miller,George,,,George Miller,1945-05-17,M,rep,CA,Democrat,11.0
11768,Moran,James,P.,Jr.,James P. Moran,1945-05-16,M,rep,VA,Democrat,8.0
11769,Owens,William,L.,,William L. Owens,1949-01-20,M,rep,NY,Democrat,21.0
11770,Pastor,Ed,,,Ed Pastor,1943-06-28,M,rep,AZ,Democrat,7.0
11771,Petri,Thomas,E.,,Thomas E. Petri,1940-05-28,M,rep,WI,Republican,6.0
11772,Rahall,Nick,J.,II,Nick J. Rahall II,1949-05-20,M,rep,WV,Democrat,3.0
11773,Rogers,Mike,,,Mike Rogers,1963-06-02,M,rep,MI,Republican,8.0
11774,Runyan,Jon,,,Jon Runyan,1973-11-27,M,rep,NJ,Republican,3.0
11775,Schwartz,Allyson,Y.,,Allyson Y. Schwartz,1948-10-03,F,rep,PA,Democrat,13.0
11776,Southerland,Steve,,,Steve Southerland II,1965-10-10,M,rep,FL,Republican,2.0
11777,Terry,Lee,R.,,Lee Terry,1962-01-29,M,rep,NE,Republican,2.0
11778,Tierney,John,F.,,John F. Tierney,1951-09-18,M,rep,MA,Democrat,6.0
11779,Waxman,Henry,A.,,Henry A. Waxman,1939-09-12,M,rep,CA,Democrat,33.0
11780,Wolf,Frank,R.,,Frank R. Wolf,1939-01-30,M,rep,VA,Republican,10.0
11781,Barber,Ron,,,Ron Barber,1945-08-25,M,rep,AZ,Democrat,2.0
11782,Stockman,Steve,,,Steve Stockman,1956-11-14,M,rep,TX,Republican,36.0
11783,Maffei,Daniel,B.,,Daniel B. Maffei,1968-07-04,M,rep,NY,Democrat,24.0
11784,Negrete McLeod,Gloria,,,Gloria Negrete McLeod,1941-09-06,F,rep,CA,Democrat,35.0
11785,Garcia,Joe,,,Joe Garcia,1963-10-19,M,rep,FL,Democrat,26.0
11786,Enyart,William,L.,,William L. Enyart,1949-09-22,M,rep,IL,Democrat,12.0
11787,Bentivolio,Kerry,L.,,Kerry L. Bentivolio,1951-10-06,M,rep,MI,Republican,11.0
11788,Gallego,Pete,P.,,Pete P. Gallego,1961-12-02,M,rep,TX,Democrat,23.0
11789,McAllister,Vance,,,Vance M. McAllister,1974-01-07,M,rep,LA,Republican,5.0
11790,Walsh,John,E.,,John E. Walsh,1960-11-03,M,sen,MT,Democrat,
11791,Grimm,Michael,G.,,Michael G. Grimm,1970-02-07,M,rep,NY,Republican,11.0
11792,Coble,Howard,,,Howard Coble,1931-03-18,M,rep,NC,Republican,6.0
11793,Johanns,Mike,,,Mike Johanns,1950-06-18,M,sen,NE,Republican,
11794,Nunnelee,Alan,,,Alan Nunnelee,1958-10-09,M,rep,MS,Republican,1.0
11795,Schock,Aaron,,,Aaron Schock,1981-05-28,M,rep,IL,Republican,18.0
11796,Boehner,John,A.,,John A. Boehner,1949-11-17,M,rep,OH,Republican,8.0
11797,Fattah,Chaka,,,Chaka Fattah,1956-11-21,M,rep,PA,Democrat,2.0
11798,Whitfield,Ed,,,Ed Whitfield,1943-05-25,M,rep,KY,Republican,1.0
11799,Takai,Mark,,,Mark Takai,1967-07-01,M,rep,HI,Democrat,1.0
11800,Hahn,Janice,,,Janice Hahn,1952-03-30,F,rep,CA,Democrat,44.0
11801,Miller,Candice,S.,,Candice S. Miller,1954-05-07,F,rep,MI,Republican,10.0
